Latitude,Longitude
37.77013315500986,-122.42798782550399
37.72953197759595,-122.38114992866338
37.78693376865867,-122.40762781714764
37.787824870118655,-122.41910452764054
37.715358524783134,-122.47167424009119
37.777586077002155,-122.41678912680845
37.79077268909268,-122.4228750556537
37.71269643760598,-122.43505490968593
37.75872956076157,-122.41693412846823
37.74869785650343,-122.48890892297226
37.776537492964565,-122.44472371473172
37.78982985621089,-122.4328101591911
37.73584095480573,-122.42592378064194
37.71612795957401,-122.3994332905156
37.76111497766605,-122.42691132426916
37.710532326136345,-122.42097596940916
37.75934424474252,-122.40628103648194
37.773382362124316,-122.46650264075468
37.73534274774772,-122.50202442028842
37.80084739418419,-122.42633522788216
37.780770054905155,-122.40598903371081
37.728003216283206,-122.4248006993257
37.78692267598087,-122.39778931072826
37.75040577758111,-122.39183759507821
37.785453688278395,-122.41264496512844
37.7374895390919,-122.3845757027939
37.80031721612639,-122.43832211933592
37.753142753817315,-122.44368238715056
37.769104429391916,-122.45216803118227
37.77080854816318,-122.41252090408429
37.79291068168488,-122.40077734062918
37.78121183888679,-122.42349034114963
37.80720624074978,-122.41735486309445
37.79789709697366,-122.40491964147579
37.72193084166502,-122.42789351769923
37.75140049673004,-122.43349070612727
37.77649466530387,-122.39625129259396
37.7710839410307,-122.4341658783589
37.716933190024996,-122.4439585484697
37.80420522418004,-122.41367894294227
37.77944152225809,-122.43784012512944
37.71235333536491,-122.45278025001095
37.780891072904055,-122.47873911561761
37.71999153985617,-122.4082726506755
37.748820777007275,-122.41158875901527
37.76346302822417,-122.47808306775981
37.794128982305644,-122.41418190032206
37.72432415311796,-122.45339051924181
37.76147992563347,-122.4970378431035
37.78253150115725,-122.42085172482814
37.742178412581374,-122.47518266089105
37.79865536247214,-122.40917869671532
37.76413193738965,-122.46521216586655
37.77417328050477,-122.41886253386842
37.74944521408459,-122.42164915835926
37.793381346964466,-122.3958227536467
37.72935535586173,-122.39242405786729
37.80464283353947,-122.40561433524299
37.74030759410734,-122.39853293836879
37.731468805523136,-122.41012352305988
37.74379964387148,-122.48109524518725
37.78328333156114,-122.4180793497686
37.754244429176595,-122.47896949957487
37.78123801439796,-122.49255114983927
37.76139975335547,-122.41933127074041
37.78587343709779,-122.42757715591397
37.780609874672166,-122.41222158872702
37.71846248553942,-122.45851302611945
37.78040968363745,-122.40121824782088
37.744408990864486,-122.42882999305247
37.72377854712318,-122.40215033775108
37.76488080067824,-122.43308559557678
37.71990326558681,-122.4753261983722
37.729959947320786,-122.37465744517036
37.804685292827294,-122.4233284309218
37.764006159908845,-122.4038068094468
37.75370489769264,-122.39620377610095
37.76218365088242,-122.50694683752639
37.773935688319206,-122.43066446330293
37.78895275127295,-122.44159475921758
37.7780064501703,-122.50359577758456
37.79610075479705,-122.4230058252494
37.7644025107679,-122.38890737367439
37.732548897192714,-122.40045132700293
37.774657768230114,-122.45307587650943
37.73413655990776,-122.37956789067145
37.78995488650425,-122.40596395832301
37.78751859647187,-122.45308693367241
37.76237639884878,-122.44224570184157
37.76414768454708,-122.42215212538306
37.73440039560378,-122.43645680802761
37.77728862628583,-122.39179995759935
37.744047664015284,-122.50348257337025
37.73764591333876,-122.39024707649814
37.73614649177032,-122.39425562691768
37.77477781546998,-122.4915207205555
37.74334362420578,-122.3879505054469
37.73971866585426,-122.467617543855
37.78296944895099,-122.4479094157311
37.78477675757969,-122.40664813730311
37.74837794090157,-122.45959792567643
37.71504324814692,-122.46536959086757
37.78497333747463,-122.4334395273832
37.785599737317696,-122.41640432254755
37.768634837984415,-122.4188507175762
37.77064619836114,-122.44562379425832
37.73486830690905,-122.48726577696793
37.78893576586287,-122.41082357793849
37.769958150056404,-122.40608853505655
37.78621071923306,-122.4638116878345
37.76024465947506,-122.4112188499217
37.76406063340575,-122.415350011215
37.76661192374827,-122.427476937798
37.773361246646346,-122.48039591940834
37.75651005002282,-122.42060277807533
37.78011924704089,-122.40870668134534
37.80199802148491,-122.433010242955
37.79863171729594,-122.44411371312016
37.78448905196955,-122.48500148978854
37.711652580844394,-122.41694283021414
37.718149485010834,-122.43187126376147
37.724068436335145,-122.43555115400933
37.790763334624664,-122.41722021028075
37.71624911138306,-122.43977396255609
37.779788597861874,-122.428580750059
37.74810869177272,-122.41719916002472
37.79577141097791,-122.42970307066459
37.75638771946683,-122.40677626304596
37.78285320531717,-122.39053481623031
37.75421584475701,-122.41227321854986
